cycle,parsed_valid,parsed_type,order_ref,side,shares,price,timestamp,stock_symbol,match_id
54354,1,0x2,0xf976603675a934a4,,,,,,
54394,1,0x5,0x9351833004ca2980,0x0,0x1c11,0x3e9cf,0x5e4d976dfed6,0x4b43504b53522020,0x21f65bb20451797f
54417,1,0x1,0x4c82343f6cc040de,,0x9e1a8,,,,
54453,1,0x0,0xe88c4e04af8a633a,0x1,0xdff40,0x8a712,,,
54480,1,0x4,0xecc4e4c03c05fa26,,0xc96e0,0x5ad11,,,
54510,1,0x3,0xbcec898d8d4b5e32,,0x9a006,,0x5226e0a69d98,,0x7a1f1409dcb60a78
54550,1,0x5,0x3c1895bf02c0a230,0x1,0x13ab,0x880f8,0x667fff5a5b8c,0x5945542020202020,0x28f07bfdea096f99
54586,1,0x0,0xe2904a8c95ca43a9,0x1,0xe3bc8,0x6d90c,,,
54609,1,0x1,0x8a5e820ffac2800a,,0x479f,,,,
54618,1,0x2,0x7649fcc7464ae28,,,,,,
54645,1,0x4,0x5233e844e3b97ef2,,0xb745e,0x16577,,,
54675,1,0x3,0x9a8221901f1cb6a9,,0xa5599,,0x3b5cea2674ea,,0x93f57e6b451f1dbd
54715,1,0x5,0x1d482de42f81887c,0x0,0x1ba8,0xa42df,0x323b6681c401,0x5250474720202020,0xd6fc18bf776ab176
54751,1,0x0,0xf6b796b1b00ea62e,0x1,0x6c217,0xa002e,,,
54760,1,0x2,0x1f2b7757d5d452b0,,,,,,
54783,1,0x1,0xd7a1a28c98a11080,,0x53788,,,,
54810,1,0x4,0x634d351c9460c784,,0x17328,0x478ab,,,
54840,1,0x3,0xa1b25f856da3c0e8,,0x5a79c,,0x20342fa1491e,,0xe7e69a56456b0537
54880,1,0x5,0xf074f6575c372e07,0x1,0xd6e,0xeb6f7,0x49f834248833,0x56574b42454c2020,0x8b6378b04e8aadad
54903,1,0x1,0xa7ad6d99f1ffd132,,0x8f687,,,,
54939,1,0x0,0xfd49bd8058ba3678,0x1,0xa0c91,0xc2695,,,
54948,1,0x2,0xfa6d7d71ef83f13d,,,,,,
54975,1,0x4,0xe1bd36c0b446ce31,,0xa2a25,0x7493d,,,
55005,1,0x3,0x8cde15760ac3455c,,0x8a5ec,,0x755f412e614c,,0xde41083660862701
55045,1,0x5,0x686fdc5ac9a98af4,0x0,0x1a52,0x333a6,0xf103176a619e,0x56584b4c20202020,0xe88dac6ba4ca8ca2
55068,1,0x1,0x542b30350f937bd2,,0x5a4d8,,,,
55077,1,0x2,0x88d186078bbd94fc,,,,,,
55113,1,0x0,0x2d3b6c03bc239dc3,0x1,0x43691,0x4d63b,,,
55140,1,0x4,0xb072b5617af5fbeb,,0xacf74,0x4bed1,,,
55170,1,0x3,0x972e3d70746fb9e7,,0x78491,,0x383cb80ea7c,,0x25f2a3a140d2334f
55210,1,0x5,0xc4e0b1682f14a3a2,0x0,0x19c8,0xcc7c0,0x72cc8925662,0x4e59492020202020,0x9238dec432e03db3
55219,1,0x2,0xbea42fdf727643ce,,,,,,
55255,1,0x0,0x6cd3973a6670cca9,0x0,0x208ae,0xd53d6,,,
55278,1,0x1,0x3928fe6f30d9c430,,0x868b2,,,,
55305,1,0x4,0xbf7c153556e6175b,,0x78866,0x3bff2,,,
55335,1,0x3,0xe7ef9509c5af911c,,0x82972,,0x8c4ec499b442,,0xc2aa450324752998
55375,1,0x5,0x843e3ee572d2bdd1,0x0,0x25b2,0x61e48,0x8f4846df1ee1,0x4d49552020202020,0x78039397b6f58a42
55384,1,0x2,0x6a6cf7d566b45094,,,,,,
55407,1,0x1,0x8bcd6299d574e113,,0xabf2d,,,,
55443,1,0x0,0xc7b37eb95e0c0d0,0x0,0x757c0,0x589aa,,,
55470,1,0x4,0x7eb12b80d3da62f0,,0x403ee,0x45366,,,
55510,1,0x5,0x2e4587c3a3954fa3,0x1,0x837,0x76da3,0x80b8d229a9bf,0x4656504220202020,0x328c7a718fd52fa0
55546,1,0x0,0x16f09b5504d1f892,0x0,0xdefe,0x2022f,,,
55569,1,0x1,0xb61733c87d9d2381,,0x551c1,,,,
55578,1,0x2,0x3a33450750dbf658,,,,,,
55608,1,0x3,0xbe1f1c75383a870d,,0xd7df,,0xde152b51a898,,0xf37c7bee89cc3f2a
55635,1,0x4,0x120ce89b8f2d5e03,,0x74fcb,0x1f203,,,
55675,1,0x5,0x89066c8f3feca835,0x0,0x22c3,0x229cc,0x1bb22fe48958,0x50505a565a202020,0x428278b622670374
55711,1,0x0,0xb7e4b654fd0055e4,0x0,0x39c80,0x5afdf,,,
55734,1,0x1,0x868644b67e76c0ed,,0x3160d,,,,
55764,1,0x3,0x640750390b18ce50,,0x79f6b,,0xadef949974ec,,0x943a9efdc8ebac94
55773,1,0x2,0xf02bf507037dcdc7,,,,,,
55800,1,0x4,0x39470181050ec3d0,,0x137b0,0x5957c,,,
55840,1,0x5,0xef7e67ddd1bacfd1,0x1,0x1347,0x54581,0x16ce07d9aa0b,0x5941585a57202020,0x3163060b0c1e7c56
55876,1,0x0,0x537b41c5b9718c0d,0x1,0xad7c,0x1ca3,,,
55885,1,0x2,0x58277f0247d9d8fe,,,,,,
55908,1,0x1,0xb0ff9f3569c39bcf,,0xdf3d9,,,,
55938,1,0x3,0x3d86ef19a808570e,,0xd0820,,0x58ca12b9d140,,0x574e3070ac290cd7
55965,1,0x4,0x4aabbf0b1912fdfc,,0xba9bb,0x48218,,,
56005,1,0x5,0x3176bfd126d4134,0x0,0x19ed,0x4f143,0xddcc3f21f26b,0x4a4a58484f202020,0x6543622a45305db5
56041,1,0x0,0x9b9e882c68584744,0x1,0xb1257,0x8f536,,,
56050,1,0x2,0xfc7b70fb6209528a,,,,,,
56080,1,0x3,0x66cb685432ac8038,,0x86fcc,,0x914944c9eca3,,0x7d87adefffb25e78
56103,1,0x1,0x43dcafc744a22a23,,0xdb8cd,,,,
56130,1,0x4,0x98489baa25d0f572,,0x1b01e,0x61719,,,
56170,1,0x5,0x3751aaa36e072ffb,0x0,0x152f,0x1118,0x90fa8a90a14,0x4c594f4946202020,0x2ca3ed086b434e5a
56206,1,0x0,0x743f5697df5d72ab,0x0,0xdcabf,0x1d908,,,
56236,1,0x3,0x960394aebb034567,,0x64802,,0xbbe8c1b16522,,0x2de8c0aadd1bcb80
56259,1,0x1,0xd96ad3d9377eced2,,0x13ae3,,,,
56268,1,0x2,0x8c3db07a25a8ad9,,,,,,
56295,1,0x4,0xfc8094e84c71b78d,,0x18762,0x34caf,,,
56335,1,0x5,0x2afb66ef76736a29,0x0,0x17ba,0x44441,0x2690e255fe53,0x46415a494f202020,0x944986b34eba036d
56371,1,0x0,0x44c8a72c38a2a89a,0x0,0xe06f9,0x69447,,,
56401,1,0x3,0x75a389c2c0963134,,0x9e232,,0xec26813a272b,,0x8b805833ab3ea672
56410,1,0x2,0x8dd1bbca1798f06,,,,,,
56433,1,0x1,0x3538a84cfdc34783,,0x91c18,,,,
56460,1,0x4,0x8e8727e2a6c72e06,,0x7749e,0x4aceb,,,
56500,1,0x5,0x412982f6a33d44fa,0x0,0x1ef7,0x5f4c2,0x8eba7882c171,0x4951564e59202020,0xedc9fec807ab3b9b
56523,1,0x1,0x15906bff5e151f37,,0x4c5be,,,,
56559,1,0x0,0xc3c80f3f3091cfca,0x1,0xb7725,0x2b8c,,,
56568,1,0x2,0x4776b7efdbeda0f7,,,,,,
56598,1,0x3,0x603cf2efce144230,,0x43d20,,0x12fa546bfc7,,0xb841635ae2ae5b47
56625,1,0x4,0x212ec2d7b16e9056,,0xc39d8,0xe32c,,,
56665,1,0x5,0x6bb28e1fe815f18b,0x0,0x1e26,0x59910,0xce7c73f5add9,0x4b494747475a2020,0x3c56ce7010c217e4
56688,1,0x1,0xea417338a173c7e7,,0xf2acb,,,,
56724,1,0x0,0xe141e10bc1d014dd,0x1,0xb5ce2,0x1553f,,,
56754,1,0x3,0x9368a14d2fcc8d4c,,0x4e7c4,,0x6edd70b877c5,,0xb058aa3518b19577
56763,1,0x2,0x85ce1ba40cf9babb,,,,,,
56790,1,0x4,0xb6a90c7d1789ac5f,,0x36291,0x228c9,,,
56830,1,0x5,0x9b2ba750c15df5ce,0x0,0x25fe,0xaeb35,0xead5c219e031,0x474e545420202020,0x55fb023de83e9740
56853,1,0x1,0x9ba3f5c687a94700,,0xee1e5,,,,
56862,1,0x2,0x7fb83a954114f64,,,,,,
56898,1,0x0,0xc0e458686f628b19,0x1,0x7e9cb,0xeb717,,,
56928,1,0x3,0x8db8a61563eaa9ce,,0xa0488,,0xea09a499114c,,0x1b8fc1f8e8d1e649
56955,1,0x4,0x1db95f72318d7370,,0x24496,0x5fa21,,,
56995,1,0x5,0x4575d4f88abc7a14,0x1,0x2057,0x3100e,0x8435486befd7,0x4353544920202020,0x276235e9182a8381
57018,1,0x1,0x3a048b53434bd076,,0xc51b1,,,,
57027,1,0x2,0xf03a67a7436f8840,,,,,,
57057,1,0x3,0x8bc70e138be9a68d,,0xd4033,,0xc9c3124eaded,,0x61a09ea225773209
57093,1,0x0,0x78ffdd9eebc67e1d,0x1,0x54c38,0xb1910,,,
57120,1,0x4,0xaece2eaedca91c5,,0xbc9c4,0x5601e,,,
57160,1,0x5,0xcb44f9598c3dc79a,0x0,0x474,0x8a1f6,0x3aeda4cc67f8,0x4e46445120202020,0xb2e2c1abf10c0a01
57183,1,0x1,0x703a980b1dda2363,,0xbef7,,,,
57213,1,0x3,0x1b69722f9f1459dd,,0x8185f,,0xc90ce7c878d2,,0xd0610b9ca24ecb7b
57249,1,0x0,0xc48445a0def34d42,0x0,0xa6ffe,0x7ac75,,,
57258,1,0x2,0xd56b7ba0ab0d9ce5,,,,,,
57285,1,0x4,0x6800c74ca568ca90,,0x1aa69,0x78f56,,,
57325,1,0x5,0x90a3f26b64802696,0x0,0x18f6,0x5f2a3,0xd4db26b770,0x59564f5343472020,0x689844bfcacbdddb
57348,1,0x1,0x79ec8d79422e9511,,0xb0a30,,,,
57378,1,0x3,0x54607db6a5654e1f,,0x78491,,0x2d3ae1c7701,,0x3805431b8af0a1ed
57387,1,0x2,0xdbd20d118bc01385,,,,,,
57423,1,0x0,0xea1a7fd94c305175,0x0,0xcd102,0xde49,,,
57450,1,0x4,0xc50f308b1a5d1f4b,,0x79423,0x956e,,,
57490,1,0x5,0x7bfe2c4235915173,0x1,0x675,0x32b2f,0xe6f64f7806ed,0x4748495955412020,0x340d93fc32299b2e
57499,1,0x2,0x935e60ede055084e,,,,,,
57535,1,0x0,0xc1865f3292c1610b,0x0,0x44380,0x3e1b5,,,
57558,1,0x1,0x3d59c034a0de9b19,,0xa6f19,,,,
57588,1,0x3,0xf9544292756d777f,,0xee9e6,,0xef2874d3e391,,0x92da16f566ba4faa
57615,1,0x4,0x9c75cbdc20a00195,,0x9c58e,0x23849,,,
57655,1,0x5,0xbf4836d557318b9,0x0,0x1656,0xde83f,0x7e13771acd49,0x465245464f202020,0x72fd202ae5a8536b
57664,1,0x2,0x443fb34c7fbca39c,,,,,,
57700,1,0x0,0x8710e521712588a,0x1,0x92e39,0xad569,,,
57730,1,0x3,0xf6a490cbf15afe21,,0x81713,,0x109568459f0f,,0x7edba42d533447ec
57753,1,0x1,0x8e01d8864b5a23e2,,0x71f51,,,,
57780,1,0x4,0x638dfa9b4e475cff,,0xc10fc,0x6a96f,,,
57820,1,0x5,0x5bcff544b5a152dd,0x1,0x2295,0x9c998,0xcb4be9e4911c,0x4742435620202020,0x8242510164c253ec
57829,1,0x2,0x8dc77802696327a0,,,,,,
57852,1,0x1,0xd989df8d22590c3e,,0x6defb,,,,
57888,1,0x0,0x1b38f647bd8e78ec,0x1,0x77d45,0xdfed5,,,
57918,1,0x3,0xeba2eefdbc4e9594,,0xbc484,,0x82a740558b59,,0x65d8b64f064d6df2
57945,1,0x4,0x83065c46afb46d4c,,0xb47ea,0x4d1f1,,,
57985,1,0x5,0x97f759dddb6fe17f,0x0,0x1553,0xdefe2,0xee034debf992,0x44545a2020202020,0x4366d2e23964a7ab
57994,1,0x2,0x889bebef30413642,,,,,,
58017,1,0x1,0x255e8542d01a01ae,,0x14f9a,,,,
58047,1,0x3,0xfbb1ffc18d6b58a,,0x7066,,0x283fb997998b,,0xe682af6b77a5aa4
58083,1,0x0,0xe6609503497472df,0x1,0x70856,0xee0be,,,
58110,1,0x4,0xa98b0e78100497ac,,0x731ad,0x1dce7,,,
58150,1,0x5,0xff7c753e04347875,0x1,0x1682,0x83311,0xc0a882f3b3fa,0x5944524658462020,0x27565d091592b357
58159,1,0x2,0x4507956cd2e71ffb,,,,,,
58189,1,0x3,0xb94df91fe2c96f74,,0xc85aa,,0x3f86efef4a34,,0xed65b9d6e4440bde
58225,1,0x0,0xa8ace727987af70e,0x0,0x520,0xf00d2,,,
58248,1,0x1,0x7c472d838b551eeb,,0x95600,,,,
58275,1,0x4,0xcbc9ab7aaff005ca,,0x4509e,0x563ef,,,
58315,1,0x5,0x185b9c18113c542a,0x1,0x11e,0xdf900,0xc13e616cca93,0x5a4c4d4f54412020,0xef842fa470d64aa7
58324,1,0x2,0x441a23df371cf3e,,,,,,
58354,1,0x3,0x47b016df87639dfe,,0x4ee33,,0xd51a7b01f2fc,,0x562eb990b73eb55f
58377,1,0x1,0x151632ffecf2eeaf,,0x2bc4,,,,
58413,1,0x0,0x7325fb5cf4af5ed6,0x1,0x2846d,0x951a0,,,
58440,1,0x4,0xd37113e8804b33fe,,0x66b81,0x742c8,,,
58480,1,0x5,0xbcee8a8fd76befe8,0x1,0x12a8,0x6c006,0xac386ad0d43f,0x5048595858202020,0x30553d99dfda92b5
58510,1,0x3,0x2f374bb5a6e32bd9,,0x484fe,,0xa17dc28f1563,,0xa43d0440daf6ecc5
58546,1,0x0,0xf5edaeafc5f8773e,0x0,0xc31f2,0xbb9d7,,,
58569,1,0x1,0xcef4608ae006f1fa,,0xb7693,,,,
58578,1,0x2,0x399b5424fe513dc3,,,,,,
58605,1,0x4,0xe270de72d649fd35,,0x5f53f,0x6881f,,,
58645,1,0x5,0xf422afe01c2afde8,0x0,0x1d42,0xff3e,0x2fdc8870d054,0x4d45432020202020,0x5de7c5cd52cf140
58675,1,0x3,0xc100f0e24d9d94e8,,0x6dba1,,0xd5fe499dbc21,,0xdb67932d656e507d
58711,1,0x0,0x5b89eafda0074552,0x1,0x4bc7f,0xd18cb,,,
58720,1,0x2,0x891c372f3850e530,,,,,,
58743,1,0x1,0x356a7534cddabe51,,0x98005,,,,
58770,1,0x4,0xef64c47aa91b6281,,0x3dc04,0x715c9,,,
58810,1,0x5,0x50bd47bfdc613813,0x0,0x14e6,0x5de10,0x17984ddb5a94,0x43464b2020202020,0x18308e00de4c00b9
58840,1,0x3,0x949aaf18f022c127,,0x86062,,0x9edf8a6b3245,,0xfb6a0d03008c4002
58863,1,0x1,0x9c8ace906f55111b,,0x83d40,,,,
58899,1,0x0,0x41a38c5b84f37998,0x1,0xdc8fb,0xf412a,,,
58908,1,0x2,0x1b7f8605eeebbc1f,,,,,,
58935,1,0x4,0x5187b19360356e34,,0x4ec76,0x1f8cd,,,
58975,1,0x5,0x4d432f42b6d8dfec,0x0,0x1ee,0xadf52,0xe72dd60968ea,0x494a4f544b202020,0xc9c3ee2405139343
59005,1,0x3,0x846df414a3837828,,0x2d91e,,0x3203e25d2295,,0x1364b29cf720f2f0
59028,1,0x1,0xaa9d8ddbfa501a2d,,0x9112e,,,,
59037,1,0x2,0x888c8d5458d68d88,,,,,,
59073,1,0x0,0x142c0129c1216a88,0x1,0x70778,0x21f3a,,,
59100,1,0x4,0xf016a68481320dd1,,0x8b1a1,0x1805a,,,
59140,1,0x5,0x672cb58e21f01f72,0x1,0x2112,0xee545,0x5904dd518477,0x5859472020202020,0xa776660353604a01
59170,1,0x3,0xfb60915ebafde980,,0x624bc,,0x95c78bd3b717,,0x34406e62b230af81
59179,1,0x2,0x6c3cb4d998450003,,,,,,
59215,1,0x0,0x4a2c2a79d4a4cfa3,0x0,0xa99a9,0xbbd9d,,,
59238,1,0x1,0x669ad2935c33e110,,0xec2c2,,,,
59265,1,0x4,0x93f4a4671d86cdc2,,0x49a45,0x27234,,,
59305,1,0x5,0x723f2a346433c196,0x1,0x184d,0x6133d,0xa176c9615c91,0x5a504e4120202020,0xea43377200f6e8a1
59335,1,0x3,0xdbd95389fefb0d4d,,0xbb1b6,,0x7395085fa931,,0x9e2b56b8155604f0
59344,1,0x2,0x88a5690533f58ddd,,,,,,
59367,1,0x1,0x5dedaf6fd319e8a4,,0x20603,,,,
59403,1,0x0,0x18c29fc2b2732ffe,0x0,0x68c5b,0x14cbb,,,
59412,1,0x2,0xbd9cbe33f4813e39,,,,,,
59448,1,0x0,0x9b993f920d83044a,0x0,0x85fb6,0xddb69,,,
59471,1,0x1,0x5abea325cef6f7a1,,0xa06b2,,,,
59498,1,0x4,0x805ee362a57f80e2,,0xbb60d,0xe8a2,,,
59528,1,0x3,0x29f09bc6358cc136,,0xd7c44,,0x2a910ebcf097,,0x98387c9cfcc5003a
59568,1,0x5,0x1f32e76300d99f4,0x1,0x807,0x5c0dc,0x73b83f3dacc4,0x4a444b4956202020,0xae18bc32a9377872
59577,1,0x2,0x74d05abb4c8ae1dd,,,,,,
59613,1,0x0,0xbf91d0dfe28ee3a1,0x0,0xaa8ba,0xa7ae5,,,
59636,1,0x1,0x11849f8eb1af224,,0xa839e,,,,
59663,1,0x4,0x85c72704dc88504c,,0x11e79,0x24181,,,
59703,1,0x5,0x231f5ae79dc3a99e,0x1,0x24a8,0x6585e,0x897bda8aa0,0x5a46524b4d202020,0x4f177f9b8b01f640
59733,1,0x3,0x53cbfbb657ce5237,,0x80e6c,,0x1bf8d55b777b,,0xd73324d4f66e45e8
59742,1,0x2,0xb7936553f49cb69e,,,,,,
59778,1,0x0,0x13b40a5590cb91c1,0x1,0x3574b,0x5dd70,,,
59801,1,0x1,0xc8a4c5de0f110eed,,0xe060,,,,
59831,1,0x3,0xcf773dfeb1905f97,,0xb8576,,0x748ea472913a,,0x55798a8c69399f0
59858,1,0x4,0x9a7de43d89eef1e8,,0x77f53,0x47409,,,
59898,1,0x5,0x47a0f004e303aa85,0x0,0x47a,0xa6c47,0xdf947a9063e5,0x4644522020202020,0xe9a308221cf61f1
59907,1,0x2,0xd3415cb42098b851,,,,,,
59943,1,0x0,0x5370f9a6ffd4dbb7,0x1,0x4cbcd,0x4ec96,,,
59966,1,0x1,0x34eccf026ad468cc,,0xdbe02,,,,
59996,1,0x3,0x2f938ab9de08cae0,,0xa1e65,,0xdfea3b9cf24e,,0x8b0870d21bbf22d3
60036,1,0x5,0xb662568937d424ec,0x0,0x2252,0x42d34,0x8d567ffcd4c5,0x4e52535657202020,0x854875f5c17788de
60063,1,0x4,0x6cb67915210300a5,,0xcf1d3,0x76f5f,,,
60072,1,0x2,0xcdaf5342a698c883,,,,,,
60108,1,0x0,0x9b80148e43951a80,0x0,0x83906,0x110ac,,,
60131,1,0x1,0x9850dbf281e10388,,0x83a50,,,,
60171,1,0x5,0xc86de4ec1bc7619b,0x0,0x102f,0x228b0,0x5606eae34f19,0x534a565720202020,0xb8af56e52c388589
60198,1,0x4,0xa048dbf07f977aea,,0x1933d,0x56c77,,,
60228,1,0x3,0xbdd71d3d93c7a270,,0xe83e5,,0x17e376dd5e48,,0x5a2a1aef9c1fd2ba
60237,1,0x2,0xfbcfd051b84dbe58,,,,,,
60273,1,0x0,0xd709045b0e741a25,0x1,0x8860e,0x1a4f,,,
60296,1,0x1,0x72438b9881983249,,0xaa630,,,,
60336,1,0x5,0x53a87202e827910c,0x0,0x23df,0xcbd48,0xa0909a8c3c3b,0x484c455355202020,0x5f1bbedabb7889df
60366,1,0x3,0x4ff67a5964b13ce0,,0x954d5,,0x2d1a513e40fb,,0xa304bacd1b42aa6c
60393,1,0x4,0x7fa889ec50b985f3,,0x4c155,0x3f1b2,,,
60402,1,0x2,0x30d437492fdbe3c8,,,,,,
60438,1,0x0,0xde418f417f50baab,0x1,0xff08,0x54627,,,
60465,1,0x4,0x1d809dfbbd01d2b2,,0xd6801,0x44b7b,,,
60488,1,0x1,0xe1e43655d8d66b25,,0x78e1,,,,
60518,1,0x3,0xd64e9d310d108536,,0xe877b,,0xda15d24dac64,,0xac07ec3c84ebc342
60558,1,0x5,0x2ee34d44eec8e566,0x1,0xb17,0x64306,0xcf58a47e6e97,0x425a564753542020,0x5baed43338a90aaf
60567,1,0x2,0x4a2d27a72497982e,,,,,,
60603,1,0x0,0x39c2a1096ed49aaf,0x0,0x6e58f,0x25583,,,
60630,1,0x4,0x9c0fead9a75004cf,,0xa0094,0xad86,,,
60653,1,0x1,0x5e3abb25bf9397bf,,0x48b65,,,,
60693,1,0x5,0x9f403d831a733522,0x1,0x646,0x83eb6,0x7b6497b20c37,0x4f51514841202020,0xcd7726c77438d98c
60723,1,0x3,0x74091fcdcbaff311,,0x9558a,,0x29bbb5f00efe,,0x7d1841359594eea5
60732,1,0x2,0xd97e4bf4364dc16d,,,,,,
60768,1,0x0,0x6891d4edb7211039,0x0,0x3136,0x529eb,,,
60795,1,0x4,0xd9ac43de8ce53fbe,,0x8640b,0x42f14,,,
60825,1,0x3,0x6f33b0712e6bf5ff,,0x38488,,0x3ec5cfad3caf,,0x1221aaaaca036cbe
60848,1,0x1,0xc0fcc7f2088cffa8,,0xc5522,,,,
60888,1,0x5,0x4175593975a28ce8,0x1,0x1755,0xee96e,0x6654be79b408,0x4c4c4c514e202020,0xf4dab0e1fd939943
60897,1,0x2,0xf32b1a6d79ab2d19,,,,,,
60933,1,0x0,0x587c4dbe6f077c91,0x1,0x96e7e,0x6b571,,,
60960,1,0x4,0x30747b2e49138c5,,0x2c134,0x5af21,,,
60990,1,0x3,0xf2a580a3e3247383,,0x4fca6,,0x5d4af42d963f,,0xad19f9ed603a7c1a
61030,1,0x5,0xedc944b1fafa9853,0x0,0x220,0x6e2ee,0x15db1e6316fa,0x584d424d20202020,0x56c7334f5f442afc
61053,1,0x1,0x104669534fb524af,,0xaeca0,,,,
61062,1,0x2,0xed708754540987bd,,,,,,
61098,1,0x0,0xbc86c37277be303b,0x0,0xcc96d,0x289c,,,
61125,1,0x4,0xf7cb5e92a8c0c581,,0x6873e,0x62f3,,,
61165,1,0x5,0x3a70ab29976c2734,0x1,0x622,0x27732,0xb72efdd46769,0x534f52435a202020,0xd6f4d7ae365e89c8
61188,1,0x1,0xaaaddc984ecf3556,,0x1ad8f,,,,
61218,1,0x3,0x8506eb8912747689,,0x94dc3,,0x9e72a9cd2d1b,,0xf3cdec6a1ceb7b76
61227,1,0x2,0x615ffca3772497d0,,,,,,
61263,1,0x0,0x4867f3e1f68d6dd,0x1,0x4b801,0x7aa6,,,
61290,1,0x4,0xa42cee685c0772c7,,0x2355d,0x171c8,,,
61330,1,0x5,0xf6b79c419cbf8b9b,0x1,0x24b7,0xaf5cc,0xd34ac7d2117,0x424f504b50562020,0x24558fb5e677d7a5
61360,1,0x3,0x7b49e52f839fc804,,0x945a0,,0xed39d2ff68b6,,0x5825b9aed1e8ede1
61383,1,0x1,0xf0332d811e95fa86,,0x6d48,,,,
61392,1,0x2,0x3e2cdb794706cc20,,,,,,
61428,1,0x0,0x2ff61b016e8dbd19,0x0,0xc11fe,0x8fa90,,,
61458,1,0x3,0xb3fd9ad61022caf9,,0xb5e74,,0x934945e077d0,,0xe8777af98d8a1ad6
61481,1,0x1,0xcfef31a044e3ff84,,0x97dbf,,,,
61508,1,0x4,0x5e5fa2deb0699cd7,,0x93ae1,0x3cf0a,,,
61548,1,0x5,0x6038e08ac9f0b45e,0x0,0x86e,0x377b7,0xdfd77bfe5353,0x4256475a48202020,0x22fd8c49f68eb771
61557,1,0x2,0xeab3ce5b9f84c784,,,,,,
61593,1,0x0,0x235723f95e144c48,0x1,0xca0c2,0xc3848,,,
61623,1,0x3,0x175639fe138d60a,,0x474ba,,0x488dab7d7f95,,0xb1492e95a7e3a959
61646,1,0x1,0xa77275fe8a2c0783,,0xa7516,,,,
61686,1,0x5,0x2fd66c764d313da6,0x0,0x1469,0x74da6,0x32ec579686c3,0x5a58585120202020,0xbf3b1b5288396ea7
61713,1,0x4,0xc08e2690d69ad7d4,,0x15fe6,0x3e668,,,
61722,1,0x2,0xcb59a67c4aaf1fbe,,,,,,
61758,1,0x0,0x43709cbd0e993885,0x0,0x45841,0x15b39,,,
61788,1,0x3,0x1805729f2e7f7d67,,0x881f7,,0x8485a92d7a8f,,0x8616e391fd132523
61815,1,0x4,0xe2fd17ea83bbd630,,0x34cc2,0x5095c,,,
61838,1,0x1,0x816e7a50540be7c8,,0xd0919,,,,
61878,1,0x5,0x33a0071591ffa5b7,0x0,0x159d,0x85e41,0x5429f0ad6470,0x4c49585920202020,0xc822d6eefc8a532b
61887,1,0x2,0xa95fba4b3f8636b6,,,,,,
61923,1,0x0,0xe94279700e3266d9,0x1,0xc1ff9,0x28887,,,
61953,1,0x3,0x26e4427084152c1d,,0xe327e,,0xcbdcee2f0554,,0xede2facdd8a6f1de
61980,1,0x4,0x9ee1000c3ef33a96,,0xb0505,0x45e93,,,
62020,1,0x5,0x7501b82aa474dcb7,0x1,0x1066,0x82b7f,0x69d704b266fc,0x474d472020202020,0x273c6ee1cf70c867
62043,1,0x1,0x27094fa4eedfbb27,,0x68ec5,,,,
62052,1,0x2,0xd4e9b5c5be5b69b,,,,,,
62088,1,0x0,0xe78aba9dbb87daa2,0x0,0xbe89,0x53049,,,
62118,1,0x3,0xedb84c4911ad5bd9,,0x9da2c,,0x3d1b110dfbf1,,0xc844e3e3a09facb6
62158,1,0x5,0xdbb21617de10e2ce,0x0,0x2567,0xb8d9a,0x79373663827,0x4e51562020202020,0x51618c050ce5b43d
62181,1,0x1,0x13ed3681016bd985,,0x33027,,,,
62208,1,0x4,0x6360c0c3d006ed2c,,0x5e764,0x4c9ae,,,
62217,1,0x2,0x5bafa3f54d294726,,,,,,
62253,1,0x0,0x5ff2d986f75129a0,0x1,0x9a3e8,0x21e6c,,,
62283,1,0x3,0x3020314be13043b,,0x84b85,,0xf17cbe9a3f5,,0xcff8cb9fc16e1b5c
62323,1,0x5,0x84c24480525e38ba,0x0,0x2569,0xbb59c,0x2532e549ed58,0x4149435456202020,0xd0b28fb2fc8bfae2
62350,1,0x4,0x28b4adbe2ac74c32,,0xd90e4,0x1113,,,
62373,1,0x1,0x907894aa2bbca760,,0x1621,,,,
62382,1,0x2,0x3a55d6daddf46f10,,,,,,
62418,1,0x0,0xee730a667046d8a4,0x1,0x52ed2,0x88c74,,,
62458,1,0x5,0x684c4bf6a9ba0cab,0x0,0xbd2,0x32ecf,0xad40d0dfac91,0x4c45414420202020,0x3e1f67edbbc2568b
62481,1,0x1,0x7ea151c8c44621dd,,0xb1072,,,,
62508,1,0x4,0x70eb6fc1c4f89556,,0x76e68,0xa28c,,,
62538,1,0x3,0x4c89eb37f5eb7593,,0xd441e,,0x117d84a6b8af,,0xd6ecc9b60570327b
62547,1,0x2,0xb5ca3de5cf10c9a7,,,,,,
62583,1,0x0,0x5882e47fc3e95735,0x0,0xd548c,0xa4028,,,
62623,1,0x5,0xc784473315b643fc,0x1,0x276,0x453b4,0xa01561dd7858,0x5043432020202020,0xf3ad8880efa35eb4
62646,1,0x1,0xa4b7f5c147ca704c,,0x4f83d,,,,
62676,1,0x3,0xb2a3413c07d2a851,,0x12142,,0x4c14b65a1edd,,0x158e621fca4657d
62703,1,0x4,0xb2bd854929432b59,,0xd4bc4,0x303de,,,
62712,1,0x2,0x6b8932926b484e32,,,,,,
62748,1,0x0,0xe3bd77cb2b3f9f27,0x1,0x869db,0xbcb22,,,
